Cement,Clinker,Slag,FlyAsh,Limestones,Gypsum,Water,Chemical Admixture,coarseagg,fineagg,Age,Strength (MPa),CO2 (kg),Cost (USD)
510,484.5,0,0,0,25.5,176,5.1,1050,662,28,57.65419346,511.9624,93.04
510,484.5,0,0,0,25.5,176,5.1,1050,662,28,58.67538683,511.9624,93.04
510,484.5,0,0,0,25.5,176,5.1,1050,662,28,58.68998856,511.9624,93.04
510,484.5,0,0,0,25.5,176,5.1,1050,662,28,59.19177996,511.9624,93.04
510,484.5,0,0,0,25.5,176,5.1,1050,662,28,59.28009545,511.9624,93.04
510,484.5,0,0,0,25.5,176,5.1,1050,662,28,59.77352668,511.9624,93.04
510,484.5,0,0,0,25.5,176,5.1,1050,662,28,59.96539258,511.9624,93.04
510,484.5,0,0,0,25.5,176,5.1,1050,662,28,60.39327006,511.9624,93.04
510,484.5,0,0,0,25.5,176,5.1,1050,662,28,60.71961023,511.9624,93.04
510,484.5,0,0,0,25.5,176,5.1,1050,662,28,60.85888224,511.9624,93.04
510,484.5,0,0,0,25.5,176,5.1,1050,662,28,61.0085967,511.9624,93.04
510,484.5,0,0,0,25.5,176,5.1,1050,662,28,61.18133751,511.9624,93.04
510,484.5,0,0,0,25.5,176,5.1,1050,662,28,61.81964867,511.9624,93.04
510,484.5,0,0,0,25.5,176,5.1,1050,662,28,62.54954701,511.9624,93.04
510,484.5,0,0,0,25.5,176,5.1,1050,662,28,62.63355719,511.9624,93.04
510,484.5,0,0,0,25.5,176,5.1,1050,662,28,62.90460732,511.9624,93.04
510,484.5,0,0,0,25.5,176,5.1,1050,662,28,63.27233981,511.9624,93.04
510,484.5,0,0,0,25.5,176,5.1,1050,662,28,65.99861412,511.9624,93.04
510,484.5,0,0,0,25.5,176,4.08,1050,662,28,54.46559206,511.228,91.102
510,484.5,0,0,0,25.5,176,4.08,1050,662,28,54.74880757,511.228,91.102
510,484.5,0,0,0,25.5,176,4.08,1050,662,28,55.114169,511.228,91.102
510,484.5,0,0,0,25.5,176,4.08,1050,662,28,55.39644003,511.228,91.102
510,484.5,0,0,0,25.5,176,4.08,1050,662,28,59.12974374,511.228,91.102
290,188.5,20.3,43.5,37.7,0,165,2.61,1010,886,3,11.88965517,221.99496,76.11272
290,188.5,20.3,43.5,37.7,0,165,2.61,1010,886,14,21.51034483,221.99496,76.11272
290,188.5,20.3,43.5,37.7,0,165,2.61,1010,886,7,21.96551724,221.99496,76.11272
290,188.5,20.3,43.5,37.7,0,165,2.61,1010,886,28,25.32413793,221.99496,76.11272
320,208,22.4,48,41.6,0,152,2.4,1000,902,3,8.427586207,242.43048,76.61376
320,208,22.4,48,41.6,0,152,2.4,1000,902,14,16.02758621,242.43048,76.61376
320,208,22.4,48,41.6,0,152,2.4,1000,902,21,16.37241379,242.43048,76.61376
320,208,22.4,48,41.6,0,152,2.4,1000,902,7,19.11034483,242.43048,76.61376
320,208,22.4,48,41.6,0,167.5,2.5,1000,902,3,10.94482759,242.50713,76.87351
320,208,22.4,48,41.6,0,167.5,2.5,1000,902,14,19.63448276,242.50713,76.87351
320,208,22.4,48,41.6,0,167.5,2.5,1000,902,21,21.79310345,242.50713,76.87351
320,208,22.4,48,41.6,0,167.5,2.5,1000,902,28,23.2137931,242.50713,76.87351
320,208,22.4,48,41.6,0,167.5,2.5,1000,902,7,25,242.50713,76.87351
320,208,22.4,48,41.6,0,152,2.56,1000,902,7,16.3862069,242.54568,76.91776
320,208,22.4,48,41.6,0,152,2.56,1000,902,3,16.47586207,242.54568,76.91776
320,208,22.4,48,41.6,0,152,2.56,1000,902,21,21.84827586,242.54568,76.91776
320,208,22.4,48,41.6,0,152,2.56,1000,902,28,22.46206897,242.54568,76.91776
320,208,22.4,48,41.6,0,152,2.56,1000,902,14,26.71724138,242.54568,76.91776
320,208,22.4,48,41.6,0,152,2.56,1000,902,28,28.31034483,242.54568,76.91776
320,208,22.4,48,41.6,0,152,2.56,1000,902,14,30.37241379,242.54568,76.91776
320,208,22.4,48,41.6,0,152,2.56,1000,902,7,36.26206897,242.54568,76.91776
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,8.637011494,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,9.632873563,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,9.681609195,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,9.748045977,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,9.793103448,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,9.947816092,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,9.965517241,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,10.00482759,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,10.06206897,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,10.14436782,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,10.14988506,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,10.16022989,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,10.46551724,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,10.57931034,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,10.6,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,10.6137931,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,10.68436782,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,10.77218391,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,10.84781609,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,10.9016092,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,11.03563218,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,11.15264368,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,11.23770115,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,11.36551724,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,11.51793103,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,11.5862069,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,11.64137931,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,11.76091954,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,11.79310345,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,11.93103448,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.05517241,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.12758621,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.23471264,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.24827586,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.27586207,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.31609195,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.32873563,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.33517241,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.40436782,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.42068966,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,12.55862069,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.57241379,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.58712644,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.6016092,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.60689655,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.60850575,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.6737931,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.68965517,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.69655172,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.70344828,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.72436782,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.7416092,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.91356322,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.91448276,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.93103448,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,12.9754023,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.01425287,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.06344828,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.10344828,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.12413793,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.16551724,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.19310345,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.19448276,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,13.19747126,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.28275862,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.35172414,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.38045977,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.42758621,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.44137931,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,13.45034483,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.46206897,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.46873563,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.47586207,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.54482759,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.54758621,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.54827586,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.55862069,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.57931034,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.59218391,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.6,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.60689655,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.62551724,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.62873563,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,13.6508046,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.68965517,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,13.68965517,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.69172414,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.69333333,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.69655172,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.72413793,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.74758621,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.76551724,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.7862069,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.82068966,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.82643678,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.92413793,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.94482759,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.95862069,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.97494253,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,13.99701149,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.00689655,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,14.02206897,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.1445977,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.16344828,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.20689655,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.29701149,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.30344828,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.32252874,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,14.41241379,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.44137931,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.45517241,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.51034483,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.5491954,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.55172414,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,14.55172414,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.56551724,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.6137931,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,14.62758621,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.64137931,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.66206897,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.67586207,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.7016092,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.74482759,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.77517241,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.77954023,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.8137931,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,14.84505747,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.84827586,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.88689655,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,14.89655172,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,14.92643678,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,15.03448276,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.04827586,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.08275862,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.08850575,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.10367816,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,15.11724138,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,15.15172414,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.17149425,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.19218391,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.20689655,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.2137931,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.22758621,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.28551724,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,15.30344828,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.33057471,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,15.36551724,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.3862069,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.38758621,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.42712644,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,15.43310345,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.43609195,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.44137931,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,15.48275862,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.49655172,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.58413793,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,15.58413793,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,15.64827586,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.68045977,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.68965517,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,15.71701149,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.72413793,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,15.74482759,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,15.75494253,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.77793103,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,15.80689655,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.84942529,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,15.89655172,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.91034483,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,15.91218391,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,15.92413793,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.9416092,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.95425287,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.95862069,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,15.9862069,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.00873563,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.02068966,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.03448276,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.05517241,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.05954023,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.06988506,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.13793103,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.15862069,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.17241379,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.17931034,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.20689655,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.22068966,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.23448276,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.28275862,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.28965517,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.30344828,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.31724138,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.33103448,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.33862069,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.36436782,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.37931034,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.41126437,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.44827586,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.52781609,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.53793103,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.54482759,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.57655172,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.57977011,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.59310345,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.6,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.62068966,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,14,16.69655172,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.72275862,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.73241379,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.73793103,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.74482759,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.75862069,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,14,16.78367816,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.79310345,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.79793103,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.80022989,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.80689655,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.86735632,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.88689655,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.90344828,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.92298851,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,14,16.95149425,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.96091954,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,14,16.96183908,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,16.97609195,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,16.99057471,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,17.01908046,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,17.02068966,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,17.04827586,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,17.04827586,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,14,17.04827586,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,17.05517241,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,17.06896552,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,14,17.06896552,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,17.08896552,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,17.11954023,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,17.13977011,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,17.1862069,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,17.1983908,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,17.2,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,17.2,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,3,17.2137931,263.1846,78.3853
350,227.5,24.5,52.5,45.5,0,155,2.625,1020,846,7,17.2137931,263.1846,78.3853
