Cement,Clinker,Slag,FlyAsh,Limestones,Gypsum,Water,Chemical Admixture,coarseagg,fineagg,Age,Strength (MPa),CO2 (kg),Cost (USD)
430,408.5,0,0,0,21.5,172,3.8,1026,796,7,38.9,434.8728,87.404
430,408.5,0,0,0,21.5,172,3.8,1026,796,7,41.5,434.8728,87.404
430,408.5,0,0,0,21.5,172,3.8,1026,796,7,42.4,434.8728,87.404
430,408.5,0,0,0,21.5,172,3.8,1026,796,14,43.4,434.8728,87.404
430,408.5,0,0,0,21.5,172,3.8,1026,796,14,45.1,434.8728,87.404
430,408.5,0,0,0,21.5,172,3.8,1026,796,14,46.7,434.8728,87.404
430,408.5,0,0,0,21.5,172,3.8,1026,796,28,47.7,434.8728,87.404
430,408.5,0,0,0,21.5,172,3.8,1026,796,28,48.3,434.8728,87.404
430,408.5,0,0,0,21.5,172,3.8,1026,796,28,49.3,434.8728,87.404
430,408.5,0,0,0,21.5,172,3.8,1026,796,21,50.6,434.8728,87.404
430,408.5,0,0,0,21.5,172,3.8,1026,796,21,50.8,434.8728,87.404
430,408.5,0,0,0,21.5,172,3.8,1026,796,21,51.5,434.8728,87.404
430,408.5,0,0,0,21.5,172,3.8,1026,796,28,54,434.8728,87.404
400,380,0,0,0,20,177,4,1023,796,3,28.9,406.239,86.1985
400,380,0,0,0,20,177,4,1023,796,7,32.4,406.239,86.1985
400,380,0,0,0,20,177,4,1023,796,7,32.7,406.239,86.1985
400,380,0,0,0,20,178,4.2,1023,796,3,29.4,406.3833,86.583
400,380,0,0,0,20,178,4.2,1023,796,14,37.8,406.3833,86.583
400,380,0,0,0,20,178,4.2,1023,796,7,40.3,406.3833,86.583
400,380,0,0,0,20,178,4.2,1023,796,28,41.5,406.3833,86.583
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,29.45,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,30.44,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,30.85,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,31.16,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,31.4,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,31.58,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,32.03,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,32.31,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,32.38,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,32.45,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,32.64,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,32.73,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,32.88,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,32.95,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,33,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,33.27,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,33.37,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,33.65,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,33.7,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,33.74,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,33.83,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,33.92,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,33.99,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.02,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.05,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.06,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.09,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.16,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.34,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.39,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.45,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.46,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.48,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.5,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.54,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.63,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.71,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.72,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.73,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.77,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.79,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.82,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.83,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,34.93,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.1,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.12,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.13,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.14,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.25,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.32,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,35.35333333,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.36,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.41,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.44,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,35.485,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.5,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.51,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.66,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.67,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.72,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.82,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.83,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.87,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.88,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.89,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.91,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.92,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,35.92666667,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,35.99,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.01,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.04,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.1,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.12,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,36.16333333,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.24,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,36.26,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.29,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.31,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.34,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.41,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.42,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.43,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.44,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.46,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.49,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.52,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.53,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.54,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.55,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.62,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.66,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.67,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.68,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.7,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.77,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.89,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.90666667,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.93,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.94,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.96,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,36.97,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.06,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.09,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.11,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.12,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.15,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.29,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.33,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.35,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.36,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.39,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.4,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.45,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.47333333,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,37.49,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.49,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.5,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.52,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.53,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.54,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.62,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.66,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.67,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.7,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.73,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.76,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,37.765,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.77,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.78,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.79,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.8,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.84,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.87,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,37.94,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.24,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.25,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.26,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.32,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.33,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.36,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.41,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.46,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.50333333,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.57,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.58,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.6,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.63,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.64,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.68,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.73,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.74,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.75,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.82,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.83,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,38.93,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,39,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,39.06,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,39.09333333,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,39.1,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,39.13,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,39.21,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,39.34,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,39.36,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,39.37,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,39.39,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,39.47,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,39.53,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,39.69,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,39.7,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,39.75,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,39.77,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,39.83,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,39.83666667,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,39.85,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,39.86,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,39.9,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,39.93,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,39.97,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,39.975,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,39.99,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,39.99,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,40.01,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,40.05,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,40.08,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,40.1,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,40.1,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,40.13,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,40.16,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,40.17,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,40.22,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,40.32,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,40.33,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,40.35,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,40.4,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,40.45,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,40.46,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,40.57,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,40.74,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,40.77,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,40.79,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,40.82,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,40.82333333,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,40.905,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,40.95,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,40.97,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,41.03,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,41.04,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,41.07,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,41.08333333,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,41.09,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,41.15,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,41.19,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,41.24333333,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,41.24666667,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,41.29666667,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,41.3,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,41.34,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,41.36,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,41.38,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,41.435,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,41.44666667,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,41.505,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,41.51,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,41.54,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,41.695,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,41.7,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,41.715,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,41.72,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,41.83,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,41.84,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,41.855,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,41.91,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,41.94666667,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,42,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.075,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,42.08,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.09,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.12666667,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.155,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.16333333,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.17,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.17333333,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.20666667,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,42.21,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.22333333,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,42.23,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.23666667,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,42.26,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,42.3,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.30666667,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.31,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,42.34,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.35333333,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,42.36,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.365,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,42.38,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.4,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.41666667,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.43,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.455,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.54,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.565,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,42.58,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.59,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.595,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.6,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.65,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.655,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,42.67,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.68333333,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.75,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,42.76,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.77,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.83666667,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,42.9,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,42.995,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,43.04,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.05666667,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.17,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,43.21,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.25,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.36,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,43.37,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.41,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.49333333,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,43.52,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.545,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.555,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,43.61,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.62,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.645,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.65,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.66,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.705,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.71,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.715,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.79,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.82,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,43.82,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.83333333,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.84,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.865,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.90333333,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,7,43.93,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,43.93666667,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,44.04333333,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,44.08,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,44.1,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,44.15666667,415.8691,86.877
410,389.5,0,0,0,20.5,172,4.51,1019,755,28,44.16,415.8691,86.877
